experiment_id,run_id,episode_id,step_index,seed,selector_id,selector_capability,selector_uses_oracle,persona_name,persona_pressure,state_id,selected_action,oracle_action_est,oracle_action_true,persona_action_est,persona_action_true,parse_ok,menu_ok,legal_ok,persona_ok,A_t,gap_est,li,vli_op,vli_cert,cc_est,rpr_est,cc_cert,rpr_cert,pressure_est,gap_true,cc_true,rpr_true,pressure_true,oracle_copy_est,persona_oracle_copy_est,oracle_copy_true,persona_oracle_copy_true,confounded_positive_gap,selected_proxy_value_used,reward,terminated,invalid_termination,menu_size,legal_action_count,meta__raw_output,meta__validity_reasons,meta__selected_mean,meta__selected_lcb,meta__selected_ucb,meta__selected_exact,meta__oracle_est_mean,meta__oracle_est_lcb,meta__oracle_est_ucb,meta__oracle_est_exact,meta__persona_est_mean,meta__persona_est_lcb,meta__persona_est_ucb,meta__persona_est_exact,meta__oracle__delta,meta__oracle__rollout_policy,meta__oracle__cvar_alpha,meta__oracle__bound,meta__selector__sampling_temperature
reference_demo_state_bank,free_form_random|neutral|bank,seed_0,0,0,free_form_random,0.1,False,neutral,0.0,t=0|build=0|fav=0|signal=bad,'risky','safe','safe','safe','safe',True,False,True,True,True,9.016328125000001,9.016328125000001,0.0,0.0,0.0,9.016328125000001,0.0,0.0,0.0,9.0,0.0,9.0,0.0,False,False,False,False,False,False,,False,False,3,4,'risky',,0.13296874999999952,-14.262499999999998,50.091452795597114,0.14484374999999972,9.149296875000001,-14.262499999999998,59.02209975821157,9.14484375,9.149296875000001,-14.262499999999998,59.02209975821157,9.14484375,0.05,uniform_random,0.1,empirical_bernstein,
reference_demo_state_bank,free_form_random|neutral|bank,seed_0,1,0,free_form_random,0.1,False,neutral,0.0,t=1|build=0|fav=1|signal=good,'risky','risky','risky','risky','risky',True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,False,False,,False,False,3,4,'risky',,12.336953125,-14.262499999999998,61.78435632185336,17.14484375,12.336953125,-14.262499999999998,61.78435632185336,17.14484375,12.336953125,-14.262499999999998,61.78435632185336,17.14484375,0.05,uniform_random,0.1,empirical_bernstein,
reference_demo_state_bank,free_form_random|neutral|bank,seed_0,2,0,free_form_random,0.1,False,neutral,0.0,t=2|build=0|fav=0|signal=good,'risky','safe','safe','safe','safe',True,False,True,True,True,7.47109375,7.47109375,0.0,0.0,0.0,7.47109375,0.0,0.0,0.0,9.0,0.0,9.0,0.0,False,False,False,False,False,False,,False,False,3,4,'risky',,-3.3256250000000005,-14.262499999999998,46.02917130712493,0.14484374999999972,4.145468749999999,-14.262499999999998,54.133510886450615,9.14484375,4.145468749999999,-14.262499999999998,54.133510886450615,9.14484375,0.05,uniform_random,0.1,empirical_bernstein,
reference_demo_state_bank,free_form_random|neutral|bank,seed_0,3,0,free_form_random,0.1,False,neutral,0.0,t=3|build=0|fav=0|signal=bad,'risky','safe','safe','safe','safe',True,False,True,True,True,7.8421875000000005,7.8421875000000005,0.0,0.0,0.0,7.8421875000000005,0.0,0.0,0.0,9.0,0.0,9.0,0.0,False,False,False,False,False,False,,False,False,3,4,'risky',,-3.0406250000000004,-14.262499999999998,45.32036461032081,-2.50625,4.8015625,-14.262499999999998,53.54948467116469,6.49375,4.8015625,-14.262499999999998,53.54948467116469,6.49375,0.05,uniform_random,0.1,empirical_bernstein,
reference_demo_state_bank,free_form_random|neutral|bank,seed_0,4,0,free_form_random,0.1,False,neutral,0.0,t=4|build=0|fav=0|signal=good,'risky','safe','safe','safe','safe',True,False,True,True,True,9.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,False,False,False,False,False,False,,False,False,3,4,'risky',,-5.0,-14.262499999999998,41.900567586499086,-5.0,4.0,-14.262499999999998,50.900567586499086,4.0,4.0,-14.262499999999998,50.900567586499086,4.0,0.05,uniform_random,0.1,empirical_bernstein,
reference_demo_state_bank,free_form_random|neutral|bank,seed_1,0,1,free_form_random,0.1,False,neutral,0.0,t=0|build=0|fav=0|signal=good,None,'safe','safe','safe','safe',False,False,False,False,False,27.477499999999996,27.477499999999996,0.0,0.0,0.0,,0.0,,0.0,23.407343749999995,0.0,,0.0,False,False,False,False,True,True,,False,False,3,4,'<UNPARSEABLE>',parse_failed,-14.262499999999998,-14.262499999999998,-14.262499999999998,-14.262499999999998,13.214999999999998,-14.262499999999998,63.40485045431797,9.14484375,13.214999999999998,-14.262499999999998,63.40485045431797,9.14484375,0.05,uniform_random,0.1,empirical_bernstein,
reference_demo_state_bank,free_form_random|neutral|bank,seed_1,1,1,free_form_random,0.1,False,neutral,0.0,t=1|build=0|fav=1|signal=bad,None,'risky','risky','risky','risky',False,False,False,False,False,31.048125,31.048125,0.0,0.0,0.0,,0.0,,0.0,31.407343749999995,0.0,,0.0,False,False,False,False,True,True,,False,False,3,4,'<UNPARSEABLE>',parse_failed,-14.262499999999998,-14.262499999999998,-14.262499999999998,-14.262499999999998,16.785625000000003,-14.262499999999998,66.73106975619234,17.14484375,16.785625000000003,-14.262499999999998,66.73106975619234,17.14484375,0.05,uniform_random,0.1,empirical_bernstein,
reference_demo_state_bank,free_form_random|neutral|bank,seed_1,2,1,free_form_random,0.1,False,neutral,0.0,t=2|build=0|fav=1|signal=good,None,'risky','risky','risky','risky',False,False,False,False,False,27.775078125,27.775078125,0.0,0.0,0.0,,0.0,,0.0,31.407343749999995,0.0,,0.0,False,False,False,False,True,True,,False,False,3,4,'<UNPARSEABLE>',parse_failed,-14.262499999999998,-14.262499999999998,-14.262499999999998,-14.262499999999998,13.512578125000001,-14.262499999999998,63.303720649006635,17.14484375,13.512578125000001,-14.262499999999998,63.303720649006635,17.14484375,0.05,uniform_random,0.1,empirical_bernstein,
reference_demo_state_bank,free_form_random|neutral|bank,seed_1,3,1,free_form_random,0.1,False,neutral,0.0,t=3|build=0|fav=0|signal=bad,None,'safe','safe','safe','safe',False,False,False,False,False,18.5,18.5,0.0,0.0,0.0,,0.0,,0.0,20.756249999999998,0.0,,0.0,False,False,False,False,True,True,,False,False,3,4,'<UNPARSEABLE>',parse_failed,-14.262499999999998,-14.262499999999998,-14.262499999999998,-14.262499999999998,4.237500000000001,-14.262499999999998,53.07959828744323,6.49375,4.237500000000001,-14.262499999999998,53.07959828744323,6.49375,0.05,uniform_random,0.1,empirical_bernstein,
reference_demo_state_bank,free_form_random|neutral|bank,seed_1,4,1,free_form_random,0.1,False,neutral,0.0,t=4|build=0|fav=0|signal=bad,None,'safe','safe','safe','safe',False,False,False,False,False,18.262499999999996,18.262499999999996,0.0,0.0,0.0,,0.0,,0.0,18.262499999999996,0.0,,0.0,False,False,False,False,True,True,,False,False,3,4,'<UNPARSEABLE>',parse_failed,-14.262499999999998,-14.262499999999998,-14.262499999999998,-14.262499999999998,4.0,-14.262499999999998,50.900567586499086,4.0,4.0,-14.262499999999998,50.900567586499086,4.0,0.05,uniform_random,0.1,empirical_bernstein,
